4.9979203E-6	-0.316547
5.5906753E-6	-1.1975458
6.083331E-6	-2.0370502
6.710535E-6	-2.8342116
7.716671E-6	-3.7567046
8.873659E-6	-4.6791973
9.7876455E-6	-5.434299
1.12520165E-5	-6.2306113
1.29354785E-5	-7.026924
1.48653035E-5	-7.6549964
1.8056813E-5	-8.450177
2.2243745E-5	-9.371256
2.7376162E-5	-9.871734
3.4649413E-5	-10.581945
4.323138E-5	-11.04008
5.700831E-5	-11.623262
9.5068935E-5	-12.538117
1.324257E-4	-12.993988
1.6975868E-4	-13.241256
2.2067392E-4	-13.572362
3.1153194E-4	-13.85971
4.1623533E-4	-14.148189
5.4852513E-4	-14.436951
7.5312983E-4	-14.598684
0.0010198215	-14.71864
0.0014391792	-14.837748
0.0018955321	-14.874149
0.002429014	-14.953177
0.0035713837	-14.945256
0.0045756726	-14.940164
0.0058623725	-14.935071
0.008386147	-14.969775
