3.0552405E-6	-19.258064
2.4360845E-6	-18.569893
3.7214122E-6	-19.74552
4.4345757E-6	-20.318996
5.4411053E-6	-20.921146
6.975225E-6	-21.32258
8.621165E-6	-21.695341
1.0500943E-5	-21.92473
1.3759969E-5	-22.412186
1.7131597E-5	-22.698925
2.1643305E-5	-22.95699
2.6750464E-5	-23.157705
3.479748E-5	-23.444445
4.364162E-5	-23.673836
5.51349E-5	-23.989246
7.0165726E-5	-24.333334
8.8644294E-5	-24.591398
1.056319E-4	-24.935484
1.3442917E-4	-25.394266
1.6494098E-4	-25.767025
2.114461E-4	-26.225807
2.5943868E-4	-26.512545
3.277634E-4	-26.971327
4.2636046E-4	-27.315413
5.193251E-4	-27.630825
6.4657617E-4	-27.97491
8.1685587E-4	-28.290323
0.0010471684	-28.57706
0.0012478456	-28.806452
0.0016351214	-29.17921
0.00202096	-29.437277
0.0026097656	-29.781363
0.003132698	-29.982079
0.0038719187	-30.240143
0.0047855726	-30.555555
