5.435724E-6	0.26979175
6.1611104E-6	-0.9133758
6.838818E-6	-1.8675016
7.830712E-6	-2.8594575
8.51491E-6	-3.9284906
1.00576935E-5	-4.9582767
1.1396294E-5	-5.7974954
1.3743134E-5	-6.86524
1.6230368E-5	-7.7039433
2.0397045E-5	-8.618307
2.5631605E-5	-9.456237
3.187348E-5	-10.14143
3.9225964E-5	-10.788535
5.0834566E-5	-11.358562
6.5885535E-5	-12.043241
8.6265994E-5	-12.536707
1.11795714E-4	-13.106734
1.494388E-4	-13.599943
1.9564442E-4	-13.978759
2.5089848E-4	-14.3960495
3.531896E-4	-14.888614
4.7196497E-4	-15.037873
6.114472E-4	-15.263952
9.0619E-4	-15.45014
0.001288553	-15.636843
0.0016180528	-15.672225
0.00223014	-15.706449
0.0026591066	-15.704258
0.004325285	-15.812854
0.0057195476	-15.809375
0.009399171	-15.803192
