1.0075825E-6	-26.11531
1.5494002E-6	-26.395489
2.236579E-6	-26.71642
3.1478635E-6	-27.0375
4.964756E-6	-27.357914
3.5269218E-6	-26.754143
4.841606E-6	-27.681139
7.169014E-6	-28.24423
9.96361E-6	-28.646154
1.1895696E-5	-28.847042
9.002856E-6	-28.32367
1.4024866E-5	-29.169157
1.87656E-5	-29.530916
2.608194E-5	-30.013609
4.011004E-5	-30.41494
6.326673E-5	-30.896893
9.978088E-5	-31.176924
1.902773E-4	-31.657766
3.362786E-4	-31.896746
5.6492834E-4	-31.974482
0.0010368566	-31.930548
0.0018089886	-31.765755
0.003039065	-31.883875
0.003963822	-31.841938
