1630147851	0.1668636
817261415.8	-0.54179
304898294.9	-1.25003708
119507454.4	-1.85698008
59933963.04	-2.3122044
20274165.89	-2.564143
13674296.6	-2.4115432
12996562.38	-3.6279366
12975198.05	-4.8950834
12329685.41	-6.2635346
11717824.67	-7.5306134
11696205.65	-8.949818
12264899.55	-10.318404
12241481.93	-11.7882948
11082914.83	-12.497762
991121.7247	-13.2040434
858082.4027	-10.4161168
263089.185	-10.515862
138639.1847	-10.7684106
51770.09902	-10.7670556
22407.11771	-10.8672752
9230.941436	-11.068799
3121.562219	-11.5741672
1004.402987	-12.434269
374.6415967	-13.294574
197.3194952	-13.952609
47.29867727	-13.950644
9.309792378	-13.999094
3.651940522	-13.9978066
1.832684031	-13.946172
1.119322659	-14.3509808
0.378464105	-14.9577208
0.128075481	-14.905544
0.061204393	-14.600412
0.027844364	-14.2445268
0.018745628	-15.511132
0.017871747	-14.3452892
0.008126845	-14.344205
0.004729643	-13.988658
6.84239E-08	-23.552974
3.60428E-08	-24.109638
2.42602E-08	-25.528302
1.89496E-08	-26.136192
8.90485E-10	-29.274516
7.32695E-10	-27.753668
8.79128E-11	-29.676818
7.2335E-11	-28.155972
1.1113E-11	-29.369858
1.06214E-11	-26.27795
5.33376E-12	-25.719458
3.26364E-12	-24.705062
2.68304E-12	-23.843132
1.28588E-12	-21.307822
2.31541E-12	-23.538812
7.08553E-13	-25.108448
2.16772E-13	-26.880828
2.01932E-13	-5.64331
1.81298E-14	-3.3084392
