5.3854183E-6	-13.164237
5.823544E-6	-13.867226
6.421193E-6	-14.605258
7.2197195E-6	-15.448687
7.960942E-6	-16.25707
8.692622E-6	-16.924818
9.584366E-6	-17.592499
1.088144E-5	-18.400686
1.24735E-5	-18.997753
1.4438578E-5	-19.62993
1.6876365E-5	-20.226868
2.070927E-5	-20.823475
2.4921066E-5	-21.279512
2.9989445E-5	-21.735548
3.752108E-5	-22.191322
4.471232E-5	-22.541897
5.648342E-5	-22.821728
6.9301685E-5	-23.13693
8.7544664E-5	-23.381586
1.1058993E-4	-23.62624
1.3700894E-4	-23.871025
1.7475497E-4	-23.974913
