0.011292359	-32.776814
0.012759319	-33.471245
0.014592624	-34.139885
0.017309934	-34.885582
0.020784654	-35.656963
0.024952399	-36.24817
0.03183446	-36.94206
0.041100364	-37.378494
0.05178197	-37.660603
0.070165485	-37.865166
0.08215481	-37.73576
0.08943284	-37.606678
0.09049542	-37.272007
0.09497566	-37.01439
0.102138855	-36.859627
0.10594771	-37.039642
0.109912686	-37.34836
0.11824789	-37.57969
0.13035628	-37.913876
0.14721882	-38.11925
0.15646328	-38.29916
0.17670749	-38.530273
0.19241609	-38.684334
