0.20193627	-27.822975
0.27486137	-27.832392
0.40022442	-27.822975
0.62946016	-27.804144
0.9434333	-27.813559
1.4838017	-27.813559
2.1398404	-27.813559
3.2382371	-27.832392
4.4503317	-27.822975
6.175334	-27.822975
8.324832	-27.691149
11.890404	-27.3145
14.983771	-26.881355
18.700848	-26.467043
22.675058	-26.043314
26.969122	-25.657251
32.076366	-25.233522
36.708458	-24.819208
43.660084	-24.310734
48.54142	-23.990583
48.0564		-20.302635
56.61478	-18.437374
67.02589	-16.072062
76.25975	-14.070781
84.215416	-12.115249
