180131160627   0.000000   	295.400000   	295.550000   
180131160628   1.000000   	295.400000   	295.590000   
180131160629   2.000000   	295.400000   	295.570000   
180131160630   3.000000   	295.400000   	295.560000   
180131160631   4.000000   	295.400000   	295.580000   
180131160632   5.000000   	295.400000   	295.550000   
180131160633   6.000000   	295.390000   	295.550000   
180131160634   7.000000   	295.390000   	295.530000   
180131160635   8.000000   	295.390000   	295.530000   
180131160636   9.000000   	295.390000   	295.520000   
180131160637   10.000000   	295.390000   	295.510000   
180131160638   11.000000   	295.390000   	295.510000   
180131160639   12.000000   	295.400000   	295.470000   
180131160640   13.000000   	295.400000   	295.460000   
180131160641   14.000000   	295.410000   	295.460000   
180131160642   15.000000   	295.430000   	295.450000   
180131160643   16.000000   	295.430000   	295.450000   
180131160644   17.000000   	295.420000   	295.440000   
180131160645   18.000000   	295.430000   	295.430000   
180131160646   19.000000   	295.420000   	295.430000   
180131160647   20.000000   	295.410000   	295.420000   
180131160648   21.000000   	295.410000   	295.420000   
180131160649   22.000000   	295.420000   	295.420000   
180131160650   23.000000   	295.400000   	295.410000   
180131160651   24.000000   	294.820000   	295.410000   
180131160652   25.000000   	294.560000   	295.400000   
180131160653   26.000000   	295.150000   	295.400000   
180131160654   27.000000   	294.880000   	295.400000   
180131160655   28.000000   	294.590000   	295.400000   
180131160656   29.000000   	294.690000   	295.390000   
180131160657   30.000000   	295.390000   	295.390000   
180131160658   31.000000   	295.080000   	295.390000   
180131160659   32.000000   	295.460000   	295.390000   
180131160700   33.000000   	295.460000   	295.390000   
180131160701   34.000000   	295.460000   	295.380000   
180131160702   35.000000   	295.460000   	295.380000   
180131160703   36.000000   	295.460000   	295.380000   
180131160704   37.000000   	295.450000   	295.370000   
180131160705   38.000000   	295.440000   	295.370000   
180131160706   39.000000   	295.440000   	295.370000   
180131160707   40.000000   	295.440000   	295.360000   
180131160708   41.000000   	295.440000   	295.360000   
180131160709   42.000000   	295.440000   	295.360000   
180131160710   43.000000   	295.440000   	295.350000   
180131160711   44.000000   	295.460000   	295.350000   
180131160712   45.000000   	295.460000   	295.340000   
180131160713   46.000000   	295.460000   	295.340000   
180131160714   47.000000   	295.460000   	295.340000   
180131160715   48.000000   	295.440000   	295.330000   
180131160716   49.000000   	295.440000   	295.330000   
180131160717   50.000000   	295.440000   	295.320000   
180131160718   51.000000   	295.440000   	295.310000   
180131160719   52.000000   	295.440000   	295.310000   
180131160720   53.000000   	295.440000   	295.300000   
180131160721   54.000000   	295.440000   	295.290000   
180131160722   55.000000   	295.440000   	295.290000   
180131160723   56.000000   	295.440000   	295.280000   
180131160724   57.000000   	295.440000   	295.270000   
180131160725   58.000000   	295.440000   	295.260000   
180131160726   59.000000   	295.440000   	295.250000   
180131160727   60.000000   	295.440000   	295.240000   
180131160728   61.000000   	295.440000   	295.230000   
180131160729   62.000000   	295.440000   	295.220000   
180131160730   63.000000   	295.440000   	295.220000   
180131160731   64.000000   	295.440000   	295.200000   
180131160732   65.000000   	295.440000   	295.190000   
180131160733   66.000000   	295.440000   	295.180000   
180131160734   67.000000   	295.440000   	295.170000   
180131160735   68.000000   	295.430000   	295.160000   
180131160736   69.000000   	295.430000   	295.150000   
180131160737   70.000000   	295.440000   	295.140000   
180131160738   71.000000   	295.430000   	295.130000   
180131160739   72.000000   	295.430000   	295.110000   
180131160740   73.000000   	295.450000   	295.100000   
180131160741   74.000000   	295.440000   	295.090000   
180131160742   75.000000   	295.450000   	295.080000   
180131160743   76.000000   	295.450000   	295.060000   
180131160744   77.000000   	295.450000   	295.050000   
180131160745   78.000000   	295.450000   	295.040000   
180131160746   79.000000   	295.450000   	295.020000   
180131160747   80.000000   	295.450000   	295.010000   
180131160748   81.000000   	295.450000   	294.990000   
180131160749   82.000000   	295.450000   	294.980000   
180131160750   83.000000   	295.450000   	294.960000   
180131160751   84.000000   	295.450000   	294.950000   
180131160752   85.000000   	295.450000   	294.930000   
180131160753   86.000000   	295.460000   	294.920000   
180131160754   87.000000   	295.460000   	294.900000   
180131160755   88.000000   	295.460000   	294.880000   
180131160756   89.000000   	295.460000   	294.870000   
180131160757   90.000000   	295.450000   	294.850000   
180131160758   91.000000   	295.450000   	294.830000   
180131160759   92.000000   	295.450000   	294.810000   
180131160800   93.000000   	295.460000   	294.800000   
180131160801   94.000000   	295.460000   	294.780000   
180131160802   95.000000   	295.460000   	294.760000   
180131160803   96.000000   	295.460000   	294.740000   
180131160804   97.000000   	295.460000   	294.720000   
180131160805   98.000000   	295.460000   	294.710000   
180131160806   99.000000   	295.460000   	294.680000   
180131160807   100.000000   	295.460000   	294.660000   
180131160808   101.000000   	295.460000   	294.640000   
180131160809   102.000000   	295.460000   	294.620000   
180131160810   103.000000   	295.460000   	294.600000   
180131160811   104.000000   	295.460000   	294.580000   
180131160812   105.000000   	295.450000   	294.560000   
180131160813   106.000000   	295.450000   	294.540000   
180131160814   107.000000   	295.450000   	294.510000   
180131160815   108.000000   	295.450000   	294.490000   
180131160816   109.000000   	295.450000   	294.470000   
180131160817   110.000000   	295.450000   	294.440000   
180131160818   111.000000   	295.450000   	294.420000   
180131160819   112.000000   	295.460000   	294.400000   
180131160820   113.000000   	295.450000   	294.370000   
180131160821   114.000000   	295.450000   	294.350000   
180131160822   115.000000   	295.450000   	294.330000   
180131160823   116.000000   	295.450000   	294.300000   
180131160824   117.000000   	295.450000   	294.270000   
180131160825   118.000000   	295.450000   	294.250000   
180131160826   119.000000   	295.450000   	294.230000   
180131160827   120.000000   	295.450000   	294.200000   
180131160828   121.000000   	295.450000   	294.170000   
180131160829   122.000000   	295.450000   	294.150000   
180131160830   123.000000   	295.450000   	294.120000   
180131160831   124.000000   	295.450000   	294.090000   
180131160832   125.000000   	295.450000   	294.070000   
180131160833   126.000000   	295.450000   	294.040000   
180131160834   127.000000   	295.450000   	294.010000   
180131160835   128.000000   	295.450000   	293.980000   
180131160836   129.000000   	295.450000   	293.950000   
180131160837   130.000000   	295.450000   	293.920000   
180131160838   131.000000   	295.450000   	293.900000   
180131160839   132.000000   	295.450000   	293.870000   
180131160840   133.000000   	295.450000   	293.840000   
180131160841   134.000000   	295.450000   	293.810000   
180131160842   135.000000   	295.450000   	293.780000   
180131160843   136.000000   	295.450000   	293.750000   
180131160844   137.000000   	295.450000   	293.720000   
180131160845   138.000000   	295.450000   	293.690000   
180131160846   139.000000   	295.450000   	293.660000   
180131160847   140.000000   	295.450000   	293.630000   
180131160848   141.000000   	295.450000   	293.600000   
180131160849   142.000000   	295.450000   	293.570000   
180131160850   143.000000   	295.450000   	293.540000   
180131160851   144.000000   	295.440000   	293.510000   
180131160852   145.000000   	295.440000   	293.480000   
180131160853   146.000000   	295.440000   	293.440000   
180131160854   147.000000   	295.440000   	293.410000   
180131160855   148.000000   	295.440000   	293.370000   
180131160856   149.000000   	295.440000   	293.340000   
180131160857   150.000000   	295.440000   	293.310000   
180131160858   151.000000   	295.440000   	293.280000   
180131160859   152.000000   	295.440000   	293.250000   
180131160900   153.000000   	295.440000   	293.210000   
180131160901   154.000000   	295.440000   	293.180000   
180131160902   155.000000   	295.440000   	293.140000   
180131160903   156.000000   	295.440000   	293.110000   
180131160904   157.000000   	295.440000   	293.070000   
180131160905   158.000000   	295.450000   	293.040000   
180131160906   159.000000   	295.450000   	293.000000   
180131160907   160.000000   	295.450000   	292.960000   
180131160908   161.000000   	295.450000   	292.930000   
180131160909   162.000000   	295.450000   	292.890000   
180131160910   163.000000   	295.450000   	292.850000   
180131160911   164.000000   	295.460000   	292.810000   
180131160912   165.000000   	295.460000   	292.770000   
180131160913   166.000000   	295.460000   	292.730000   
180131160914   167.000000   	295.450000   	292.690000   
180131160915   168.000000   	295.450000   	292.660000   
180131160916   169.000000   	295.450000   	292.620000   
180131160917   170.000000   	295.450000   	292.580000   
180131160918   171.000000   	295.450000   	292.540000   
180131160919   172.000000   	295.450000   	292.490000   
180131160920   173.000000   	295.450000   	292.450000   
180131160921   174.000000   	295.450000   	292.400000   
180131160922   175.000000   	295.450000   	292.360000   
180131160923   176.000000   	295.450000   	292.310000   
180131160924   177.000000   	295.440000   	292.270000   
180131160925   178.000000   	295.440000   	292.230000   
180131160926   179.000000   	295.440000   	292.180000   
180131160927   180.000000   	295.440000   	292.130000   
180131160928   181.000000   	295.440000   	292.080000   
180131160929   182.000000   	295.440000   	292.040000   
180131160930   183.000000   	295.440000   	291.990000   
180131160931   184.000000   	295.440000   	291.950000   
180131160932   185.000000   	295.440000   	291.900000   
180131160933   186.000000   	295.440000   	291.860000   
180131160934   187.000000   	295.400000   	291.820000   
180131160935   188.000000   	295.390000   	291.780000   
180131160936   189.000000   	295.420000   	291.730000   
180131160937   190.000000   	295.430000   	291.690000   
180131160938   191.000000   	295.450000   	291.640000   
180131160939   192.000000   	295.430000   	291.600000   
180131160940   193.000000   	295.410000   	291.550000   
180131160941   194.000000   	295.430000   	291.490000   
180131160942   195.000000   	295.420000   	291.440000   
180131160943   196.000000   	295.380000   	291.390000   
180131160944   197.000000   	295.430000   	291.330000   
180131160945   198.000000   	295.430000   	291.280000   
180131160946   199.000000   	295.440000   	291.240000   
180131160947   200.000000   	295.430000   	291.190000   
180131160948   201.000000   	295.440000   	291.150000   
180131160949   202.000000   	295.440000   	291.100000   
180131160950   203.000000   	295.420000   	291.050000   
180131160951   204.000000   	295.430000   	291.000000   
180131160952   205.000000   	295.390000   	290.940000   
180131160953   206.000000   	295.430000   	290.890000   
180131160954   207.000000   	295.440000   	290.840000   
180131160955   208.000000   	295.440000   	290.790000   
180131160956   209.000000   	295.410000   	290.750000   
180131160957   210.000000   	295.380000   	290.700000   
180131160958   211.000000   	295.420000   	290.650000   
180131160959   212.000000   	295.420000   	290.600000   
180131161000   213.000000   	295.420000   	290.550000   
180131161001   214.000000   	295.420000   	290.500000   
180131161002   215.000000   	295.440000   	290.450000   
180131161003   216.000000   	295.440000   	290.390000   
180131161004   217.000000   	295.440000   	290.340000   
180131161005   218.000000   	295.440000   	290.300000   
180131161006   219.000000   	295.420000   	290.250000   
180131161007   220.000000   	295.440000   	290.190000   
180131161008   221.000000   	295.440000   	290.140000   
180131161009   222.000000   	295.420000   	290.080000   
180131161010   223.000000   	295.380000   	290.030000   
180131161011   224.000000   	295.380000   	289.980000   
180131161012   225.000000   	295.380000   	289.930000   
180131161013   226.000000   	295.380000   	289.870000   
180131161014   227.000000   	295.380000   	289.820000   
180131161015   228.000000   	295.380000   	289.770000   
180131161016   229.000000   	295.380000   	289.710000   
180131161017   230.000000   	295.380000   	289.650000   
180131161018   231.000000   	295.380000   	289.590000   
180131161019   232.000000   	295.380000   	289.540000   
180131161020   233.000000   	295.380000   	289.490000   
180131161021   234.000000   	295.380000   	289.440000   
180131161022   235.000000   	295.380000   	289.390000   
180131161023   236.000000   	295.380000   	289.340000   
180131161024   237.000000   	295.380000   	289.290000   
180131161025   238.000000   	295.380000   	289.230000   
180131161026   239.000000   	295.380000   	289.170000   
180131161027   240.000000   	295.380000   	289.100000   
180131161028   241.000000   	295.380000   	289.040000   
180131161029   242.000000   	295.420000   	288.980000   
180131161030   243.000000   	295.440000   	288.920000   
180131161031   244.000000   	295.450000   	288.860000   
180131161032   245.000000   	295.460000   	288.800000   
180131161033   246.000000   	295.460000   	288.730000   
180131161034   247.000000   	295.450000   	288.670000   
180131161035   248.000000   	295.450000   	288.610000   
180131161036   249.000000   	295.450000   	288.550000   
180131161037   250.000000   	295.450000   	288.490000   
180131161038   251.000000   	295.450000   	288.430000   
180131161039   252.000000   	295.450000   	288.370000   
180131161040   253.000000   	295.450000   	288.310000   
180131161041   254.000000   	295.440000   	288.260000   
180131161042   255.000000   	295.440000   	288.190000   
180131161043   256.000000   	295.450000   	288.120000   
180131161044   257.000000   	295.450000   	288.040000   
180131161045   258.000000   	295.440000   	287.970000   
180131161046   259.000000   	295.450000   	287.900000   
180131161047   260.000000   	295.450000   	287.830000   
180131161048   261.000000   	295.450000   	287.760000   
180131161049   262.000000   	295.450000   	287.680000   
180131161050   263.000000   	295.450000   	287.610000   
180131161051   264.000000   	295.440000   	287.550000   
180131161052   265.000000   	295.450000   	287.480000   
180131161053   266.000000   	295.450000   	287.410000   
180131161054   267.000000   	295.450000   	287.340000   
180131161055   268.000000   	295.450000   	287.260000   
180131161056   269.000000   	295.450000   	287.180000   
180131161057   270.000000   	295.450000   	287.120000   
180131161058   271.000000   	295.440000   	287.060000   
180131161059   272.000000   	295.440000   	287.000000   
180131161100   273.000000   	295.440000   	286.930000   
180131161101   274.000000   	295.440000   	286.870000   
180131161102   275.000000   	295.440000   	286.790000   
180131161103   276.000000   	295.440000   	286.720000   
180131161104   277.000000   	295.440000   	286.660000   
180131161105   278.000000   	295.440000   	286.600000   
180131161106   279.000000   	295.440000   	286.530000   
180131161107   280.000000   	295.430000   	286.470000   
180131161108   281.000000   	295.420000   	286.400000   
180131161109   282.000000   	295.430000   	286.320000   
180131161110   283.000000   	295.440000   	286.250000   
180131161111   284.000000   	295.410000   	286.190000   
180131161112   285.000000   	295.410000   	286.120000   
180131161113   286.000000   	295.380000   	286.060000   
180131161114   287.000000   	295.380000   	285.990000   
180131161115   288.000000   	295.380000   	285.910000   
180131161116   289.000000   	295.380000   	285.850000   
180131161117   290.000000   	295.380000   	285.770000   
180131161118   291.000000   	295.380000   	285.690000   
180131161119   292.000000   	295.380000   	285.620000   
180131161120   293.000000   	295.380000   	285.540000   
180131161121   294.000000   	295.380000   	285.470000   
180131161122   295.000000   	295.380000   	285.410000   
180131161123   296.000000   	295.380000   	285.350000   
180131161124   297.000000   	295.380000   	285.280000   
180131161125   298.000000   	295.390000   	285.220000   
180131161126   299.000000   	295.380000   	285.160000   
180131161127   300.000000   	295.380000   	285.090000   
180131161128   301.000000   	295.380000   	285.040000   
180131161129   302.000000   	295.370000   	284.960000   
180131161130   303.000000   	295.370000   	284.860000   
180131161131   304.000000   	295.380000   	284.800000   
180131161132   305.000000   	295.400000   	284.730000   
180131161133   306.000000   	295.360000   	284.650000   
180131161134   307.000000   	295.430000   	284.600000   
180131161135   308.000000   	295.390000   	284.530000   
180131161136   309.000000   	295.390000   	284.480000   
180131161137   310.000000   	295.380000   	284.420000   
180131161138   311.000000   	295.380000   	284.340000   
180131161139   312.000000   	295.390000   	284.260000   
180131161140   313.000000   	295.400000   	284.170000   
180131161141   314.000000   	295.390000   	284.090000   
180131161142   315.000000   	295.380000   	284.010000   
180131161143   316.000000   	295.380000   	283.930000   
180131161144   317.000000   	295.400000   	283.850000   
180131161145   318.000000   	295.390000   	283.770000   
180131161146   319.000000   	295.380000   	283.720000   
180131161147   320.000000   	295.370000   	283.680000   
180131161148   321.000000   	295.430000   	283.650000   
180131161149   322.000000   	295.430000   	283.630000   
180131161150   323.000000   	295.420000   	283.580000   
180131161151   324.000000   	295.420000   	283.540000   
180131161152   325.000000   	295.420000   	283.500000   
180131161153   326.000000   	295.420000   	283.480000   
180131161154   327.000000   	295.420000   	283.460000   
180131161155   328.000000   	295.420000   	283.430000   
180131161156   329.000000   	295.430000   	283.420000   
180131161157   330.000000   	295.440000   	283.380000   
180131161158   331.000000   	295.440000   	283.320000   
180131161159   332.000000   	295.440000   	283.250000   
180131161200   333.000000   	295.430000   	283.180000   
180131161201   334.000000   	295.410000   	283.100000   
180131161202   335.000000   	295.410000   	282.990000   
180131161203   336.000000   	295.410000   	282.880000   
180131161204   337.000000   	295.400000   	282.770000   
180131161205   338.000000   	295.410000   	282.670000   
180131161206   339.000000   	295.420000   	282.580000   
180131161207   340.000000   	295.420000   	282.490000   
180131161208   341.000000   	295.420000   	282.410000   
180131161209   342.000000   	295.420000   	282.340000   
180131161210   343.000000   	295.420000   	282.280000   
180131161211   344.000000   	295.420000   	282.200000   
180131161212   345.000000   	295.410000   	282.130000   
180131161213   346.000000   	295.380000   	282.050000   
180131161214   347.000000   	295.380000   	281.940000   
180131161215   348.000000   	295.380000   	281.820000   
180131161216   349.000000   	295.390000   	281.700000   
180131161217   350.000000   	295.390000   	281.590000   
180131161218   351.000000   	295.390000   	281.470000   
180131161219   352.000000   	295.390000   	281.370000   
180131161220   353.000000   	295.390000   	281.250000   
180131161221   354.000000   	295.390000   	281.150000   
180131161222   355.000000   	295.390000   	281.060000   
180131161223   356.000000   	295.390000   	280.990000   
180131161224   357.000000   	295.390000   	280.920000   
180131161225   358.000000   	295.390000   	280.870000   
180131161226   359.000000   	295.390000   	280.830000   
180131161227   360.000000   	295.390000   	280.780000   
180131161228   361.000000   	295.390000   	280.740000   
180131161229   362.000000   	295.390000   	280.690000   
180131161230   363.000000   	295.390000   	280.610000   
180131161231   364.000000   	295.390000   	280.500000   
180131161232   365.000000   	295.390000   	280.370000   
180131161233   366.000000   	295.390000   	280.240000   
180131161234   367.000000   	295.390000   	280.120000   
180131161235   368.000000   	295.390000   	280.000000   
180131161236   369.000000   	295.390000   	279.880000   
180131161237   370.000000   	295.390000   	279.790000   
180131161238   371.000000   	295.390000   	279.720000   
180131161239   372.000000   	295.390000   	279.650000   
180131161240   373.000000   	295.390000   	279.570000   
180131161241   374.000000   	295.390000   	279.500000   
180131161242   375.000000   	295.390000   	279.400000   
180131161243   376.000000   	295.390000   	279.300000   
180131161244   377.000000   	295.390000   	279.180000   
180131161245   378.000000   	295.390000   	279.090000   
180131161246   379.000000   	295.390000   	278.980000   
180131161247   380.000000   	295.390000   	278.870000   
180131161248   381.000000   	295.390000   	278.750000   
180131161249   382.000000   	295.390000   	278.660000   
180131161250   383.000000   	295.390000   	278.600000   
180131161251   384.000000   	295.390000   	278.570000   
180131161252   385.000000   	295.390000   	278.500000   
180131161253   386.000000   	295.390000   	278.390000   
180131161254   387.000000   	295.390000   	278.280000   
180131161255   388.000000   	295.390000   	278.150000   
180131161256   389.000000   	295.390000   	278.030000   
180131161257   390.000000   	295.390000   	277.910000   
180131161258   391.000000   	295.390000   	277.820000   
180131161259   392.000000   	295.390000   	277.720000   
180131161300   393.000000   	295.390000   	277.680000   
180131161301   394.000000   	295.390000   	277.660000   
180131161302   395.000000   	295.390000   	277.630000   
180131161303   396.000000   	295.390000   	277.570000   
180131161304   397.000000   	295.390000   	277.480000   
180131161305   398.000000   	295.390000   	277.380000   
180131161306   399.000000   	295.390000   	277.310000   
180131161307   400.000000   	295.390000   	277.270000   
180131161308   401.000000   	295.400000   	277.250000   
180131161309   402.000000   	295.400000   	277.200000   
180131161310   403.000000   	295.400000   	277.090000   
180131161311   404.000000   	295.400000   	276.960000   
180131161312   405.000000   	295.400000   	276.810000   
180131161313   406.000000   	295.400000   	276.660000   
