180131151027   0.000000   	295.880000   	296.110000   
180131151028   1.000000   	295.880000   	296.100000   
180131151029   2.000000   	295.880000   	296.100000   
180131151030   3.000000   	295.880000   	296.090000   
180131151031   4.000000   	295.880000   	296.090000   
180131151032   5.000000   	295.890000   	296.090000   
180131151033   6.000000   	295.890000   	296.090000   
180131151034   7.000000   	295.910000   	296.100000   
180131151035   8.000000   	295.820000   	294.260000   
180131151036   9.000000   	294.370000   	287.470000   
180131151037   10.000000   	292.170000   	281.950000   
180131151038   11.000000   	289.790000   	278.470000   
180131151039   12.000000   	287.200000   	276.240000   
180131151040   13.000000   	284.750000   	274.820000   
180131151041   14.000000   	282.760000   	273.590000   
180131151042   15.000000   	280.950000   	272.460000   
180131151043   16.000000   	279.360000   	271.910000   
180131151044   17.000000   	278.110000   	271.660000   
180131151045   18.000000   	276.810000   	271.660000   
180131151046   19.000000   	275.870000   	271.610000   
180131151047   20.000000   	274.970000   	271.640000   
180131151048   21.000000   	274.180000   	271.680000   
180131151049   22.000000   	273.490000   	271.280000   
180131151050   23.000000   	272.890000   	271.120000   
180131151051   24.000000   	272.470000   	270.860000   
180131151052   25.000000   	272.150000   	270.770000   
180131151053   26.000000   	271.640000   	270.790000   
180131151054   27.000000   	271.010000   	270.550000   
180131151055   28.000000   	270.670000   	270.390000   
180131151056   29.000000   	270.560000   	270.200000   
180131151057   30.000000   	270.420000   	269.780000   
180131151058   31.000000   	270.150000   	269.710000   
180131151059   32.000000   	270.010000   	269.720000   
180131151100   33.000000   	269.770000   	269.360000   
180131151101   34.000000   	269.420000   	269.090000   
180131151102   35.000000   	269.010000   	268.840000   
180131151103   36.000000   	268.700000   	268.570000   
180131151104   37.000000   	268.280000   	268.440000   
180131151105   38.000000   	268.000000   	268.300000   
180131151106   39.000000   	267.840000   	268.010000   
180131151107   40.000000   	267.750000   	268.210000   
180131151108   41.000000   	267.630000   	268.040000   
180131151109   42.000000   	267.510000   	267.780000   
180131151110   43.000000   	267.330000   	267.580000   
180131151111   44.000000   	267.330000   	267.340000   
180131151112   45.000000   	267.300000   	267.270000   
180131151113   46.000000   	267.210000   	267.200000   
180131151114   47.000000   	267.330000   	267.040000   
180131151115   48.000000   	267.520000   	266.800000   
180131151116   49.000000   	267.590000   	266.740000   
180131151117   50.000000   	267.470000   	266.910000   
180131151118   51.000000   	267.030000   	266.680000   
180131151119   52.000000   	267.420000   	266.280000   
