180126120532,0,75.248,291.3
180126120533,1,75.235,291.63
180126120534,2,75.232,292.03
180126120535,3,75.29,292.42
180126120536,4,75.26,292.77
180126120537,5,75.378,293.09
180126120538,6,75.379,293.36
180126120539,7,75.427,293.61
180126120540,8,75.451,293.82
180126120541,9,75.416,294
180126120542,10,75.392,294.16
180126120543,11,75.418,294.31
180126120544,12,75.417,294.43
180126120545,13,75.412,294.54
180126120546,14,75.363,294.64
180126120547,15,75.363,294.72
180126120548,16,75.37,294.8
180126120549,17,75.382,294.88
180126120550,18,75.357,294.94
180126120551,19,75.366,294.99
180126120552,20,75.357,295.04
180126120553,21,75.351,295.09
180126120554,22,75.357,295.12
180126120555,23,75.357,295.16
180126120556,24,75.334,295.19
180126120557,25,75.366,295.22
180126120558,26,75.335,295.25
180126120559,27,75.307,295.27
180126120600,28,75.314,295.29
180126120601,29,75.301,295.31
180126120602,30,75.329,295.33
180126120603,31,75.317,295.35
180126120604,32,75.338,295.37
180126120605,33,75.302,295.38
180126120606,34,75.318,295.4
180126120607,35,75.304,295.41
180126120608,36,75.301,295.42
180126120609,37,75.275,295.43
180126120610,38,75.273,295.44
180126120611,39,75.386,295.45
180126120612,40,75.301,295.46
180126120613,41,75.296,295.47
180126120614,42,75.284,295.48
180126120615,43,75.264,295.49
180126120616,44,75.289,295.5
180126120617,45,75.296,295.51
180126120618,46,75.291,295.52
180126120619,47,75.298,295.52
180126120620,48,75.291,295.53
180126120621,49,75.287,295.54
180126120622,50,75.282,295.54
180126120623,51,75.269,295.55
180126120624,52,75.283,295.55
180126120625,53,75.258,295.56
180126120626,54,75.231,295.56
180126120627,55,75.275,295.57
180126120628,56,75.251,295.57
180126120629,57,75.247,295.58
180126120630,58,75.225,295.58
180126120631,59,75.223,295.58
180126120632,60,75.253,295.59
180126120633,61,75.27,295.59
180126120634,62,75.272,295.6
180126120635,63,75.232,295.6
180126120636,64,75.335,295.61
180126120637,65,75.241,295.61
180126120638,66,75.33,295.62
180126120639,67,75.261,295.62
180126120640,68,75.227,295.62
180126120641,69,75.241,295.62
180126120642,70,75.298,295.62
180126120643,71,75.235,295.63
180126120644,72,75.27,295.63
180126120645,73,75.256,295.63
180126120646,74,75.191,295.63
180126120647,75,75.25,295.63
180126120648,76,75.247,295.63
180126120649,77,75.192,295.64
